,Knowledge representation and reasoning_CAI_01,Automated planning and scheduling_CAI_02,Machine learning_CAI_03,Natural language processing_CAI_04,Machine perception_CAI_05,Computer vision_CAI_06,Speech recognition_CAI_07,Robotics_CAI_08,Affective computing_CAI_09,Deep learning_CAI_10,Information retrieval_CAI_11,Computer science_CAI_12,Data mining_CAI_14,Commonsense knowledge_CAI_15,Intelligent agent_CAI_16,Master_Similarity
2123,0.46,0.37,1.00,0.39,0.56,0.35,0.32,0.38,0.78,0.55,0.10,0.27,0.63,0.45,0.65,0.96
2129,0.66,0.84,1.00,0.59,0.69,0.88,0.72,0.65,0.72,0.29,0.59,0.10,0.86,0.19,0.63,0.96
2479,0.68,0.65,0.80,0.32,0.49,0.29,0.10,0.28,0.47,0.44,0.12,0.26,0.43,0.34,1.00,0.95
2436,0.71,0.69,1.00,0.10,0.67,0.67,0.16,0.32,0.42,0.39,0.41,0.29,0.62,0.25,0.48,0.95
3337,0.64,0.57,0.88,0.37,0.41,0.37,0.73,0.11,0.77,0.51,0.68,0.10,0.85,0.39,1.00,0.95
496,0.41,0.33,1.00,0.30,0.54,0.35,0.10,0.21,0.57,0.62,0.17,0.24,0.47,0.26,0.52,0.95
2431,0.73,0.56,0.93,0.44,0.63,0.71,0.61,0.10,0.74,0.36,0.67,0.46,1.00,0.54,0.83,0.95
625,0.41,0.35,1.00,0.31,0.41,0.49,0.34,0.10,0.54,0.42,0.53,0.51,0.99,0.27,0.83,0.95
3372,0.61,0.68,1.00,0.47,0.88,0.62,0.30,0.81,0.71,0.74,0.10,0.26,0.28,0.38,0.92,0.95
433,0.30,0.38,1.00,0.34,0.49,0.43,0.19,0.13,0.57,0.39,0.13,0.10,0.50,0.26,0.45,0.95
2428,0.60,0.76,0.89,0.46,0.71,0.76,0.49,0.60,0.76,1.00,0.32,0.81,0.59,0.10,0.75,0.95
1247,0.34,0.34,1.00,0.26,0.39,0.38,0.19,0.10,0.51,0.46,0.26,0.20,0.67,0.23,0.45,0.95
3341,0.74,0.57,1.00,0.52,0.37,0.31,0.23,0.10,0.63,0.37,0.33,0.48,0.68,0.47,0.95,0.95
1223,0.65,0.62,0.93,0.42,0.56,0.41,0.11,0.37,0.54,0.58,0.10,0.39,0.35,0.45,1.00,0.95
3334,0.32,0.31,1.00,0.32,0.52,0.38,0.12,0.10,0.50,0.44,0.10,0.30,0.57,0.20,0.57,0.95
477,0.61,0.50,1.00,0.54,0.40,0.35,0.10,0.29,0.51,0.43,0.24,0.60,0.79,0.23,0.76,0.95
2476,0.58,0.46,0.97,0.37,0.68,0.46,0.19,0.35,0.55,0.57,0.10,0.18,0.27,0.41,1.00,0.95
1284,0.62,0.75,0.93,0.52,0.87,0.73,0.10,1.00,0.79,0.42,0.22,0.52,0.73,0.34,0.97,0.95
2469,0.53,0.72,1.00,0.48,0.79,0.67,0.40,0.74,0.67,0.89,0.10,0.48,0.29,0.18,0.90,0.95
446,0.69,0.64,1.00,0.44,0.68,0.52,0.33,0.54,0.61,0.75,0.10,0.39,0.36,0.53,0.76,0.95
448,0.54,0.67,0.84,0.34,0.52,0.42,0.53,0.10,0.62,0.42,0.63,0.16,0.58,0.52,1.00,0.95
1274,0.50,0.38,0.69,0.41,0.39,0.35,0.26,0.48,1.00,0.20,0.54,0.10,0.63,0.20,0.57,0.95
2460,0.48,0.21,1.00,0.37,0.59,0.43,0.25,0.13,0.69,0.54,0.63,0.10,0.55,0.23,0.56,0.95
3389,0.55,0.37,1.00,0.39,0.53,0.56,0.55,0.10,0.58,0.53,0.46,0.48,0.73,0.50,0.82,0.95
2503,0.66,0.27,1.00,0.52,0.84,0.72,0.10,0.40,0.83,0.51,0.49,0.62,0.69,0.37,0.59,0.95
426,0.43,0.48,0.84,0.24,0.89,0.82,0.45,0.49,1.00,0.67,0.56,0.35,0.47,0.10,0.54,0.95
522,0.27,0.48,1.00,0.28,0.44,0.40,0.12,0.23,0.63,0.29,0.25,0.10,0.60,0.15,0.38,0.95
3424,0.32,0.35,1.00,0.36,0.43,0.33,0.46,0.10,0.76,0.32,0.27,0.33,0.72,0.48,0.75,0.95
3431,0.43,0.31,1.00,0.15,0.50,0.36,0.14,0.10,0.60,0.41,0.26,0.15,0.77,0.33,0.79,0.95
2368,0.48,1.00,0.78,0.17,0.52,0.33,0.24,0.49,0.51,0.17,0.41,0.29,0.62,0.10,0.97,0.95
543,0.77,0.57,0.91,0.55,0.55,0.46,0.64,0.10,0.89,0.33,0.74,0.40,1.00,0.46,0.86,0.95
3248,0.83,0.47,1.00,0.10,0.52,0.33,0.23,0.66,0.69,0.38,0.47,0.23,0.75,0.61,0.72,0.95
2289,0.68,0.78,0.91,0.29,0.59,0.49,0.11,0.65,0.58,0.64,0.10,0.44,0.30,0.30,1.00,0.95
372,0.78,0.51,1.00,0.64,0.55,0.57,0.47,0.10,0.79,0.68,0.78,0.47,0.86,0.38,0.66,0.95
558,0.70,0.54,1.00,0.11,0.88,0.75,0.69,0.52,0.93,0.76,0.84,0.75,0.83,0.10,0.71,0.95
3421,0.47,0.62,0.74,0.29,0.42,0.33,0.36,0.10,0.43,0.33,0.40,0.22,0.68,0.42,1.00,0.95
2555,0.43,0.40,1.00,0.40,0.84,0.37,0.28,0.67,0.53,0.31,0.27,0.10,0.56,0.38,0.53,0.95
2553,0.78,0.61,0.83,0.35,0.44,0.29,0.37,0.13,0.59,0.15,0.21,0.10,0.38,0.27,1.00,0.95
1320,0.48,0.72,0.95,0.22,0.47,0.27,0.51,0.28,1.00,0.20,0.69,0.10,0.97,0.20,0.75,0.95
2341,0.49,0.48,0.90,0.22,0.50,0.55,0.59,0.28,0.60,0.51,0.60,0.46,1.00,0.10,0.52,0.95
1319,0.62,0.48,1.00,0.31,0.36,0.24,0.10,0.18,0.57,0.23,0.35,0.33,0.87,0.34,0.72,0.95
1316,0.48,0.54,0.77,0.50,0.50,0.42,0.47,0.10,0.69,0.66,0.61,0.27,0.65,0.43,1.00,0.95
2294,0.66,0.99,1.00,0.10,0.50,0.25,0.10,0.22,0.80,0.33,0.39,0.39,0.73,0.30,0.83,0.95
2587,0.80,0.61,0.82,0.40,0.47,0.31,0.75,0.10,0.78,0.67,0.63,0.48,0.63,0.12,1.00,0.95
1330,0.67,0.23,1.00,0.21,0.49,0.29,0.15,0.31,0.81,0.62,0.42,0.21,0.47,0.10,0.44,0.95
2613,0.49,0.52,0.79,0.35,0.26,0.34,0.27,0.10,0.52,0.26,0.39,0.54,0.55,0.28,1.00,0.95
2635,0.71,0.49,1.00,0.83,0.57,0.63,0.56,0.34,0.71,0.74,0.70,0.10,0.66,0.55,0.85,0.95
1482,0.77,0.83,0.73,0.57,0.59,0.39,0.36,0.70,0.71,0.58,0.10,0.49,0.42,0.41,1.00,0.95
1480,0.75,0.96,0.88,0.18,0.72,0.51,0.10,0.51,0.54,0.68,0.42,0.50,0.79,0.40,1.00,0.95
618,1.00,1.00,0.93,0.34,0.75,0.80,0.90,0.52,0.98,0.83,0.56,0.99,0.92,0.10,0.79,0.95
2261,0.48,0.48,1.00,0.42,0.59,0.56,0.30,0.10,0.67,0.43,0.37,0.56,0.84,0.56,0.77,0.95
617,0.78,0.69,0.81,0.16,1.00,0.66,0.31,0.67,0.66,0.80,0.55,0.65,0.47,0.10,0.92,0.95
1194,0.52,0.50,0.83,0.22,0.46,0.41,0.31,0.31,0.56,0.40,0.58,0.30,1.00,0.10,0.52,0.95
3264,0.53,0.31,1.00,0.38,0.47,0.43,0.19,0.10,0.63,0.54,0.30,0.57,0.74,0.34,0.69,0.95
3453,0.67,0.57,0.86,0.27,0.64,0.62,0.29,0.10,0.80,0.73,0.79,0.44,0.54,0.52,1.00,0.95
3265,0.75,0.71,1.00,0.30,0.50,0.37,0.10,0.24,0.38,0.57,0.39,0.51,0.77,0.20,0.64,0.95
2769,0.23,0.32,1.00,0.25,0.64,0.59,0.42,0.29,0.76,0.47,0.14,0.21,0.46,0.10,0.46,0.95
2606,0.37,0.21,1.00,0.26,0.56,0.39,0.28,0.37,0.83,0.53,0.14,0.10,0.44,0.27,0.56,0.95
3272,0.78,0.76,0.81,0.49,0.65,0.82,0.47,0.45,0.89,0.10,0.67,0.66,0.97,0.55,1.00,0.95
2600,0.59,0.53,1.00,0.47,0.74,0.43,0.38,0.35,0.83,0.41,0.10,0.24,0.31,0.61,0.70,0.95
595,0.57,0.52,0.62,0.34,0.41,0.19,0.35,0.22,0.63,0.30,0.20,0.10,0.27,0.31,1.00,0.95
3422,0.73,0.58,1.00,0.37,0.84,0.86,0.92,0.39,0.81,0.62,0.97,0.44,0.98,0.10,0.79,0.95
674,0.34,0.66,0.89,0.42,0.80,0.74,0.47,1.00,0.74,0.57,0.38,0.48,0.53,0.10,0.70,0.95
529,0.79,0.49,0.96,0.43,0.50,0.43,0.37,0.10,0.74,0.37,0.62,0.43,1.00,0.51,0.81,0.95
2742,0.43,0.44,1.00,0.48,0.55,0.53,0.34,0.10,0.66,0.55,0.54,0.63,0.91,0.45,0.80,0.95
2457,0.75,0.88,0.99,0.10,0.77,0.42,0.51,0.86,0.47,0.75,0.36,0.51,0.75,0.21,1.00,0.95
3191,0.66,0.54,0.86,0.40,0.45,0.31,0.10,0.20,0.61,0.50,0.28,0.48,0.51,0.46,1.00,0.95
1143,0.61,0.64,0.66,0.37,0.48,0.30,0.23,0.40,0.49,0.37,0.16,0.10,0.37,0.37,1.00,0.95
1561,0.71,0.59,1.00,0.46,0.49,0.51,0.82,0.10,0.71,0.27,0.50,0.40,1.00,0.34,0.68,0.95
2177,0.46,0.64,0.79,0.40,0.52,0.27,0.21,0.10,0.47,0.49,0.27,0.23,0.54,0.40,1.00,0.95
2735,0.44,0.27,1.00,0.62,0.55,0.53,0.52,0.10,0.63,0.62,0.27,0.48,0.65,0.30,0.70,0.95
706,0.65,0.48,0.76,0.10,0.74,0.33,0.60,0.68,1.00,0.18,0.79,0.30,0.64,0.40,0.91,0.95
1387,0.56,1.00,0.82,0.36,0.66,0.53,0.56,0.77,0.61,0.33,0.45,0.10,0.62,0.43,0.81,0.95
703,0.30,0.39,1.00,0.20,0.35,0.34,0.22,0.15,0.55,0.60,0.10,0.23,0.66,0.10,0.53,0.95
682,0.48,0.49,1.00,0.42,0.67,0.35,0.11,0.16,0.56,0.43,0.42,0.10,0.70,0.41,1.00,0.95
1145,0.73,0.53,0.89,0.49,0.55,0.55,0.62,0.10,0.73,0.37,0.59,0.44,0.74,0.57,1.00,0.95
2725,0.46,0.67,0.76,0.30,0.41,0.32,0.30,0.10,0.44,0.32,0.39,0.22,0.73,0.40,1.00,0.95
2160,0.62,0.50,1.00,0.44,0.50,0.33,0.57,0.10,0.88,0.18,0.49,0.39,0.79,0.52,0.75,0.95
1381,0.37,0.31,1.00,0.32,0.65,0.50,0.21,0.28,0.52,0.64,0.22,0.24,0.53,0.10,0.37,0.95
3224,0.42,0.47,1.00,0.48,0.65,0.56,0.24,0.53,0.96,0.68,0.10,0.60,0.38,0.43,0.74,0.95
1125,0.52,0.66,0.60,0.35,0.52,0.27,0.52,0.57,0.85,0.10,0.55,0.35,0.73,0.42,1.00,0.95
3156,0.54,0.44,0.99,0.53,0.65,0.54,0.11,0.38,0.86,0.77,0.10,0.48,0.36,0.41,1.00,0.95
2232,0.51,0.39,1.00,0.40,0.59,0.42,0.10,0.24,0.56,0.62,0.51,0.29,0.77,0.50,0.64,0.95
1503,0.47,0.71,0.79,0.26,0.39,0.24,0.58,0.21,0.55,0.34,0.43,0.10,0.62,0.40,1.00,0.95
1176,0.79,0.79,0.81,0.50,0.62,0.57,0.64,0.10,0.75,0.35,0.58,0.27,0.73,0.62,1.00,0.95
2103,0.78,1.00,0.88,0.10,0.81,0.57,0.14,0.87,0.73,0.30,0.50,0.43,0.54,0.25,0.89,0.95
317,0.59,0.10,1.00,0.66,0.57,0.50,0.61,0.30,0.90,0.47,0.52,0.39,0.98,0.21,0.91,0.95
741,0.58,0.42,0.97,0.34,0.48,0.38,0.25,0.10,0.58,0.45,0.23,0.23,0.54,0.54,1.00,0.95
3236,0.56,0.51,1.00,0.23,0.81,0.84,0.10,0.20,0.65,0.64,0.17,0.27,0.58,0.31,0.78,0.95
2662,0.54,0.39,1.00,0.32,0.47,0.33,0.10,0.19,0.52,0.43,0.31,0.38,0.81,0.33,0.55,0.95
1529,0.66,0.64,1.00,0.62,0.50,0.51,0.35,0.10,0.70,0.43,0.57,0.60,0.89,0.50,0.98,0.95
2558,0.86,0.57,0.98,0.53,0.55,0.52,0.43,0.10,0.73,0.45,0.80,0.53,1.00,0.49,0.86,0.95
669,0.68,0.40,1.00,0.40,0.50,0.49,0.26,0.10,0.57,0.61,0.17,0.36,0.31,0.29,0.62,0.95
3168,0.55,0.49,0.92,0.42,0.35,0.13,0.10,0.25,0.60,0.28,0.24,0.33,0.51,0.35,1.00,0.95
1227,0.31,0.73,0.90,0.31,0.40,0.31,0.69,0.75,1.00,0.42,0.66,0.53,0.68,0.10,0.89,0.95
1377,0.57,0.93,0.85,0.30,0.67,0.66,1.00,0.57,0.88,0.56,0.78,0.10,0.94,0.19,1.00,0.95
1303,0.60,0.65,0.79,0.37,0.42,0.28,0.42,0.30,0.78,0.10,0.49,0.37,0.80,0.47,1.00,0.95
3312,0.35,0.41,1.00,0.30,0.51,0.41,0.43,0.10,0.70,0.35,0.60,0.42,0.88,0.26,0.59,0.95
2524,0.51,0.66,0.77,0.35,0.53,0.28,0.35,0.13,0.54,0.54,0.35,0.10,0.56,0.45,1.00,0.95
507,0.62,0.55,1.00,0.41,0.63,0.39,0.14,0.38,0.62,0.57,0.10,0.16,0.28,0.49,0.76,0.95
1299,0.40,0.35,1.00,0.51,0.45,0.34,0.18,0.10,0.69,0.38,0.29,0.43,0.82,0.34,0.69,0.95
2399,0.45,0.39,1.00,0.36,0.50,0.40,0.43,0.10,0.63,0.55,0.63,0.29,0.72,0.31,0.49,0.95
1298,0.51,0.26,1.00,0.39,0.48,0.33,0.39,0.11,0.77,0.41,0.30,0.10,0.36,0.32,0.51,0.95
2406,1.00,0.80,0.91,0.10,0.57,0.37,0.33,0.46,0.49,0.47,0.37,0.48,0.39,0.22,0.74,0.95
2516,0.77,0.59,0.92,0.44,0.46,0.29,0.64,0.36,1.00,0.35,0.71,0.52,0.94,0.10,0.58,0.95
3413,0.53,0.35,1.00,0.49,0.49,0.57,0.71,0.10,0.74,0.33,0.33,0.61,0.94,0.32,0.78,0.95
2512,0.67,0.80,0.83,0.41,0.34,0.45,0.41,0.38,0.55,0.10,0.65,0.44,0.43,0.24,1.00,0.95
3407,1.00,0.76,0.75,0.15,0.58,0.36,0.10,0.64,0.57,0.38,0.63,0.40,0.51,0.19,0.86,0.95
332,0.51,0.45,1.00,0.37,0.66,0.42,0.12,0.33,0.60,0.61,0.10,0.25,0.36,0.42,0.70,0.95
3267,0.40,0.34,1.00,0.42,0.62,0.46,0.29,0.10,0.70,0.64,0.65,0.25,0.62,0.35,0.62,0.95
2708,0.79,0.68,1.00,0.65,0.61,0.53,0.45,0.38,0.55,0.68,0.38,0.10,0.73,0.50,0.66,0.95
647,0.84,0.85,0.88,0.58,0.85,0.58,0.69,0.87,1.00,0.10,0.87,0.39,0.76,0.33,0.73,0.95
3214,0.43,0.26,1.00,0.17,0.61,0.42,0.43,0.37,0.46,0.58,0.11,0.41,0.40,0.10,0.46,0.95
3159,0.57,0.41,0.99,0.49,0.71,0.53,0.42,0.10,0.85,0.28,0.67,0.38,1.00,0.51,0.75,0.95
3162,0.83,0.84,0.84,0.10,0.85,0.47,0.33,0.76,1.00,0.43,0.85,0.70,0.94,0.34,0.74,0.95
2679,0.46,0.23,1.00,0.26,0.41,0.25,0.10,0.15,0.51,0.49,0.10,0.19,0.42,0.19,0.58,0.95
1136,0.32,0.70,0.93,0.31,0.60,0.32,0.19,0.25,0.75,0.40,0.10,0.25,0.53,0.41,1.00,0.95
290,0.73,0.57,1.00,0.38,0.53,0.52,0.42,0.10,0.71,0.30,0.78,0.67,0.73,0.27,0.71,0.95
2122,0.34,0.70,1.00,0.41,0.46,0.30,0.11,0.34,0.67,0.42,0.10,0.45,0.49,0.36,0.90,0.95
2128,0.50,0.59,0.85,0.25,0.75,0.29,0.10,0.56,0.84,0.53,0.25,0.18,0.36,0.44,1.00,0.95
2131,0.73,0.50,0.77,0.34,0.53,0.19,0.34,0.41,0.83,0.16,0.47,0.10,0.55,0.50,1.00,0.95
1375,0.54,0.55,0.78,0.40,0.47,0.21,0.20,0.14,0.57,0.42,0.10,0.22,0.40,0.33,1.00,0.95
665,0.56,0.59,1.00,0.49,0.63,0.40,0.21,0.26,0.86,0.89,0.10,0.27,0.42,0.41,0.88,0.95
560,0.60,0.42,1.00,0.35,0.75,0.45,0.25,0.25,0.79,0.28,0.23,0.10,0.23,0.38,0.98,0.95
649,0.54,0.39,1.00,0.38,0.78,0.41,0.25,0.48,0.98,0.49,0.10,0.39,0.37,0.54,0.92,0.95
2333,0.64,0.73,0.86,0.48,0.68,0.47,0.10,0.56,0.59,0.62,0.33,0.47,0.46,0.54,1.00,0.95
1772,0.56,0.32,1.00,0.44,0.61,0.51,0.61,0.10,0.79,0.61,0.31,0.30,0.69,0.54,0.73,0.95
3015,0.66,0.67,0.65,0.23,0.50,0.36,0.30,0.33,0.57,0.47,0.10,0.14,0.32,0.37,1.00,0.95
3073,0.38,0.32,1.00,0.52,0.52,0.49,0.39,0.10,0.57,0.75,0.32,0.36,0.62,0.35,0.73,0.95
3143,0.81,0.31,0.78,0.15,0.40,0.45,0.58,0.35,0.71,0.10,0.16,0.36,0.43,0.19,1.00,0.95
1117,0.35,0.28,1.00,0.31,0.52,0.39,0.27,0.10,0.64,0.47,0.47,0.36,0.68,0.25,0.39,0.95
3001,0.63,0.53,1.00,0.20,0.89,0.55,0.44,0.76,0.60,0.43,0.10,0.37,0.29,0.15,0.75,0.95
209,0.58,0.70,1.00,0.44,0.86,0.58,0.26,0.80,0.71,0.69,0.10,0.22,0.32,0.33,0.86,0.95
2065,0.69,0.52,0.78,0.42,0.44,0.41,0.21,0.22,0.50,0.57,0.10,0.34,0.33,0.36,1.00,0.95
3078,0.55,0.78,0.86,0.34,0.79,0.54,0.29,0.77,0.43,0.26,0.35,0.31,1.00,0.10,0.70,0.95
889,0.68,1.00,0.95,0.46,0.49,0.60,0.66,0.88,0.54,0.56,0.63,0.71,0.83,0.10,0.87,0.95
1609,0.76,0.48,1.00,0.50,0.48,0.43,0.30,0.10,0.65,0.43,0.46,0.41,0.98,0.42,0.76,0.95
1679,0.49,0.29,1.00,0.52,0.46,0.39,0.37,0.10,0.62,0.54,0.32,0.37,0.60,0.30,0.45,0.95
56,0.53,0.56,0.97,0.18,0.49,0.54,0.70,0.24,0.60,0.55,0.69,0.42,1.00,0.10,0.59,0.95
2064,0.53,0.88,1.00,0.43,0.57,0.41,0.44,0.10,0.58,0.36,0.50,0.35,0.68,0.52,0.98,0.95
2060,0.65,0.93,1.00,0.29,0.79,0.68,0.29,0.63,0.64,0.58,0.10,0.25,0.32,0.44,0.89,0.95
2845,0.81,0.75,0.93,0.40,0.38,0.58,0.36,0.20,0.80,0.10,0.42,0.41,1.00,0.52,0.98,0.95
45,0.39,0.51,0.94,0.37,0.66,0.47,0.36,0.33,1.00,0.60,0.10,0.25,0.31,0.35,0.56,0.95
2796,0.73,0.54,0.76,0.22,0.49,0.41,0.42,0.10,0.59,0.20,0.48,0.37,0.86,0.34,1.00,0.95
1116,0.67,1.00,0.81,0.32,0.94,0.81,0.28,0.77,0.67,0.65,0.42,0.69,0.65,0.10,0.74,0.95
1730,0.61,0.87,0.97,0.35,0.68,0.63,0.10,0.63,0.71,0.72,0.20,0.67,0.65,0.53,1.00,0.95
888,0.55,0.79,1.00,0.48,0.84,0.88,0.55,0.60,0.77,0.92,0.10,0.43,0.40,0.30,0.83,0.95
1620,0.43,0.49,1.00,0.14,0.41,0.31,0.30,0.14,0.44,0.55,0.43,0.38,0.79,0.10,0.55,0.95
1108,0.94,0.76,0.98,0.57,0.71,0.39,0.10,0.57,0.65,0.79,0.70,0.57,0.73,0.60,1.00,0.95
909,0.78,0.86,0.64,0.10,0.35,0.72,0.71,0.49,0.75,0.36,0.44,0.51,0.63,0.31,1.00,0.95
951,0.66,0.79,0.85,0.43,0.48,0.30,0.10,0.30,0.54,0.45,0.27,0.38,0.46,0.47,1.00,0.95
88,0.52,0.42,1.00,0.58,0.46,0.37,0.30,0.10,0.70,0.66,0.37,0.30,0.58,0.49,0.70,0.95
1941,0.60,0.51,0.84,0.35,0.51,0.35,0.10,0.24,0.52,0.38,0.30,0.26,0.56,0.50,1.00,0.95
2918,0.49,0.53,0.77,0.17,0.56,0.58,0.50,0.34,0.64,0.39,0.43,0.43,1.00,0.10,0.47,0.95
1638,0.53,0.64,0.83,0.28,0.74,0.31,0.10,0.59,0.79,0.54,0.27,0.26,0.38,0.46,1.00,0.95
1012,0.58,0.82,0.81,0.63,0.46,0.40,0.68,0.97,0.86,0.38,0.30,0.49,0.78,0.10,1.00,0.95
2894,0.46,0.35,1.00,0.44,0.39,0.24,0.10,0.37,0.75,0.61,0.34,0.56,0.56,0.30,1.00,0.95
1063,0.62,0.56,1.00,0.41,0.63,0.39,0.14,0.38,0.61,0.57,0.10,0.16,0.28,0.49,0.76,0.95
2086,0.39,0.35,1.00,0.42,0.67,0.46,0.43,0.49,0.77,0.75,0.10,0.25,0.41,0.30,0.60,0.95
2331,0.34,0.41,1.00,0.31,0.59,0.47,0.44,0.10,0.65,0.61,0.49,0.28,0.63,0.35,0.54,0.95
883,0.49,0.46,1.00,0.24,0.37,0.40,0.25,0.10,0.47,0.43,0.47,0.47,0.90,0.14,0.58,0.95
1615,0.56,0.49,1.00,0.42,0.65,0.67,0.49,0.57,0.97,0.61,0.54,0.63,0.63,0.10,0.34,0.95
2982,0.77,0.88,0.90,0.61,0.38,0.17,0.59,0.46,0.69,0.23,0.51,0.10,0.48,0.24,1.00,0.95
1112,0.39,0.56,0.78,0.28,0.40,0.43,0.27,0.10,0.53,0.44,0.47,0.40,0.88,0.30,1.00,0.95
785,0.63,0.39,1.00,0.48,0.51,0.30,0.16,0.10,0.68,0.48,0.23,0.33,0.52,0.46,0.95,0.95
1018,0.46,0.68,0.79,0.29,0.45,0.34,0.52,0.10,0.62,0.40,0.53,0.20,0.56,0.49,1.00,0.95
2040,0.39,0.18,1.00,0.33,0.46,0.48,0.27,0.19,0.64,0.49,0.37,0.25,0.81,0.10,0.51,0.95
1952,0.33,0.57,1.00,0.14,0.53,0.36,0.45,0.26,0.79,0.55,0.83,0.10,0.68,0.31,0.72,0.95
2884,0.61,0.68,0.84,0.23,0.52,0.23,0.10,0.38,0.83,0.46,0.22,0.24,0.27,0.38,1.00,0.95
1746,0.28,0.56,1.00,0.43,0.57,0.47,0.25,0.10,0.63,0.48,0.68,0.62,0.69,0.35,0.78,0.95
1677,0.74,0.80,1.00,0.21,0.33,0.36,0.30,0.65,0.65,0.38,0.73,0.39,0.75,0.10,0.55,0.95
1732,0.60,0.58,1.00,0.31,0.57,0.16,0.16,0.10,0.45,0.52,0.57,0.37,0.87,0.20,0.94,0.95
2809,0.50,0.37,0.79,0.42,0.42,0.20,0.30,0.10,0.60,0.43,0.23,0.33,0.29,0.34,1.00,0.95
2098,0.30,0.45,1.00,0.39,0.63,0.37,0.22,0.21,0.49,0.72,0.29,0.25,0.81,0.10,0.78,0.95
802,0.66,1.00,0.95,0.32,0.45,0.39,0.71,0.53,0.56,0.58,0.57,0.38,0.94,0.10,0.70,0.95
2978,0.62,0.61,1.00,0.53,0.73,0.45,0.26,0.44,0.87,0.85,0.10,0.38,0.30,0.53,0.96,0.95
136,0.53,0.87,1.00,0.42,0.57,0.40,0.44,0.10,0.58,0.36,0.49,0.34,0.68,0.52,0.98,0.95
3130,0.77,0.62,1.00,0.38,0.50,0.25,0.20,0.14,0.67,0.51,0.10,0.19,0.39,0.33,0.91,0.95
1407,0.50,0.83,0.73,0.17,0.60,0.30,0.53,0.64,0.89,0.11,0.39,0.18,0.32,0.10,1.00,0.95
1877,0.54,0.76,0.81,0.32,0.54,0.44,0.55,0.19,0.64,0.38,0.64,0.10,0.55,0.48,1.00,0.95
202,0.76,0.76,0.92,0.40,0.67,0.40,0.10,0.47,0.94,0.62,0.35,0.42,0.33,0.60,1.00,0.95
1879,0.83,0.41,1.00,0.11,0.58,0.34,0.28,0.44,0.66,0.44,0.62,0.49,0.88,0.10,0.47,0.95
999,0.65,0.68,0.91,0.23,0.65,0.72,0.82,0.45,0.67,0.72,0.77,0.45,1.00,0.10,0.67,0.95
1015,0.74,0.68,1.00,0.20,0.68,0.58,0.10,0.74,0.47,0.72,0.44,0.37,0.95,0.27,0.81,0.95
132,0.63,0.56,1.00,0.53,0.74,0.58,0.10,0.39,0.81,0.84,0.25,0.41,0.39,0.46,0.90,0.95
1123,0.80,0.78,1.00,0.35,0.48,0.34,0.10,0.26,0.56,0.57,0.22,0.10,0.46,0.37,0.91,0.95
1984,0.78,0.61,0.87,0.45,0.40,0.44,0.10,0.41,0.56,0.55,0.29,0.63,1.00,0.35,0.92,0.95
2095,0.70,0.63,0.74,0.12,0.62,0.42,0.42,0.24,0.56,0.84,0.32,0.45,0.49,0.10,1.00,0.95
1704,0.46,0.67,0.79,0.35,0.69,0.50,0.90,0.67,1.00,0.20,0.58,0.10,0.80,0.34,0.91,0.95
2012,0.76,0.61,1.00,0.49,0.64,0.37,0.33,0.10,0.68,0.51,0.50,0.23,0.65,0.64,0.99,0.95
2876,0.47,0.57,1.00,0.12,0.33,0.28,0.29,0.28,0.52,0.58,0.29,0.35,0.88,0.10,0.52,0.95
910,0.60,0.72,1.00,0.38,0.86,0.57,0.25,0.74,0.72,0.66,0.10,0.20,0.30,0.30,0.89,0.95
865,0.35,0.31,1.00,0.40,0.63,0.50,0.51,0.10,0.71,0.51,0.30,0.22,0.67,0.47,0.68,0.95
973,0.61,0.46,0.97,0.48,0.53,0.36,0.11,0.10,0.53,0.59,0.21,0.21,0.49,0.36,1.00,0.95
2835,0.71,0.56,0.98,0.41,0.43,0.19,0.36,0.10,0.72,0.36,0.56,0.34,1.00,0.32,0.73,0.95
2960,0.47,0.67,0.80,0.38,0.51,0.28,0.22,0.10,0.47,0.49,0.30,0.22,0.58,0.42,1.00,0.95
80,0.41,0.59,1.00,0.38,0.45,0.22,0.10,0.11,0.60,0.44,0.23,0.32,0.60,0.33,0.99,0.95
3039,0.31,0.26,1.00,0.44,0.68,0.31,0.10,0.24,0.62,0.51,0.31,0.13,0.68,0.34,0.74,0.95
83,0.54,1.00,0.86,0.24,0.55,0.41,0.42,0.12,0.76,0.32,0.62,0.10,0.68,0.44,0.97,0.95
148,0.68,0.52,0.95,0.47,0.59,0.39,0.51,0.10,0.83,0.35,0.61,0.46,1.00,0.58,0.97,0.95
1720,0.56,0.34,1.00,0.26,0.61,0.41,0.16,0.10,0.80,0.66,0.20,0.38,0.42,0.29,0.54,0.95
2838,0.63,0.55,0.70,0.67,0.75,0.82,0.83,0.41,0.66,0.74,0.60,0.62,0.73,0.10,1.00,0.95
3044,0.41,0.55,1.00,0.24,0.73,0.68,0.37,0.51,0.61,0.76,0.19,0.10,0.46,0.28,0.62,0.95
1422,0.66,0.46,1.00,0.52,0.50,0.34,0.22,0.10,0.60,0.51,0.34,0.31,0.63,0.53,0.68,0.95
1721,0.36,0.30,1.00,0.30,0.50,0.37,0.22,0.10,0.57,0.38,0.43,0.31,0.64,0.15,0.39,0.95
3354,0.45,0.53,1.00,0.35,0.45,0.30,0.10,0.20,0.63,0.51,0.45,0.63,0.90,0.18,0.72,0.95
