,Knowledge representation and reasoning_CKAI_01,Machine learning_CKAI_02,Deep learning_CKAI_03,Data mining_CKAI_04,Automated planning and scheduling_CKAI_05,Information retrieval_CKAI_06,Computer vision_CKAI_07,Affective computing_CKAI_08,Intelligent agent_CKAI_09,Machine perception_CKAI_10,Natural language processing_CKAI_11,Speech recognition_CKAI_12,Robotics_CKAI_13,Commonsense knowledge_CKAI_14,Computer science_CKAI_16,Master_Similarity
459,0.71,0.97,0.74,0.57,0.42,0.45,0.43,0.75,0.52,0.35,0.74,0.72,0.59,0.10,1.00,0.91
2889,0.44,0.89,0.54,0.25,0.47,0.61,0.60,1.00,0.56,0.90,0.43,0.79,0.53,0.10,0.84,0.91
6,0.86,0.56,0.68,0.55,0.55,0.53,0.57,0.76,0.59,0.58,1.00,0.89,0.65,0.10,0.69,0.91
749,0.32,0.68,0.40,0.28,0.55,0.45,0.36,1.00,0.33,0.31,0.34,0.10,0.25,0.20,0.42,0.91
181,0.81,0.77,0.39,0.49,0.78,0.98,0.88,0.76,0.67,0.95,0.57,1.00,0.38,0.10,0.69,0.91
1896,0.31,0.60,0.85,0.65,0.69,0.68,0.82,1.00,0.75,0.71,0.55,0.10,0.84,0.33,0.60,0.91
810,0.67,0.53,0.37,0.40,0.62,0.53,0.59,0.71,0.97,0.10,1.00,0.41,0.35,0.37,0.45,0.91
2136,0.68,0.70,0.83,0.37,0.72,0.68,0.55,0.66,0.81,1.00,0.36,0.75,0.50,0.10,0.85,0.91
1399,0.75,1.00,0.76,0.61,0.60,0.68,0.95,0.82,0.46,0.26,0.72,0.81,0.80,0.10,0.81,0.91
618,0.80,0.79,0.74,0.38,0.60,0.64,0.72,0.43,0.78,0.66,0.46,1.00,0.73,0.10,0.63,0.91
528,0.53,0.47,0.61,0.43,0.80,0.60,0.67,0.73,0.90,0.39,1.00,0.67,0.56,0.10,0.73,0.91
790,0.64,1.00,0.59,0.33,0.58,0.73,0.79,0.54,0.44,0.42,0.81,0.81,0.77,0.10,0.53,0.91
3093,0.42,0.78,0.22,0.64,0.61,0.62,0.44,0.85,0.35,0.44,0.65,1.00,0.46,0.10,0.37,0.91
177,0.51,0.77,0.81,0.56,1.00,0.85,0.60,0.93,0.85,0.75,0.45,0.10,0.39,0.50,0.85,0.91
949,0.48,1.00,0.66,0.34,0.48,0.39,0.83,0.62,0.70,0.18,0.78,0.10,0.71,0.27,0.69,0.91
645,0.76,0.59,0.56,0.47,0.77,0.86,0.98,0.82,0.57,1.00,0.57,0.79,0.58,0.10,0.54,0.91
258,0.67,0.67,0.33,0.22,0.29,0.38,0.45,1.00,0.38,0.38,0.43,0.53,0.22,0.10,0.57,0.91
1989,0.63,1.00,0.42,0.23,0.55,0.58,0.36,0.88,0.37,0.43,0.28,0.42,0.10,0.23,0.64,0.91
1525,0.85,0.71,0.54,0.25,0.87,0.95,0.37,1.00,1.00,0.84,0.56,0.10,0.26,0.17,0.78,0.91
330,0.53,1.00,0.48,0.31,0.53,0.47,0.38,0.89,0.48,0.40,0.11,0.33,0.10,0.20,0.71,0.91
287,1.00,0.88,0.86,0.40,0.58,0.72,0.94,0.46,0.75,0.60,0.90,0.80,0.85,0.10,0.73,0.91
549,0.99,1.00,0.82,0.42,0.79,0.64,0.10,0.99,0.68,0.26,0.66,0.84,0.85,0.27,0.69,0.91
634,0.84,0.63,0.61,0.40,0.39,0.50,0.51,1.00,0.49,0.41,0.74,0.95,0.52,0.10,0.50,0.91
1528,0.52,0.77,0.83,0.58,1.00,0.83,0.59,0.91,0.85,0.75,0.45,0.10,0.40,0.51,0.87,0.91
675,1.00,0.75,0.75,0.39,0.62,0.48,0.68,0.59,0.97,0.10,0.73,0.92,0.67,0.29,0.44,0.91
130,0.25,0.52,0.23,0.27,0.52,0.53,0.52,1.00,0.59,0.21,0.21,0.30,0.29,0.10,0.22,0.91
1764,0.29,0.43,0.44,0.30,0.58,0.36,0.50,1.00,0.40,0.59,0.30,0.18,0.50,0.10,0.19,0.91
157,0.89,0.67,0.77,0.61,0.57,0.65,0.56,0.92,0.94,0.10,0.76,1.00,0.70,0.39,0.62,0.91
1228,0.46,0.76,0.82,0.73,0.74,0.43,0.62,0.30,0.83,0.62,0.91,0.51,1.00,0.10,0.66,0.91
2228,0.86,0.73,0.52,0.39,0.94,0.72,0.77,0.90,0.87,1.00,0.37,0.53,0.10,0.59,0.71,0.91
178,0.49,0.66,0.52,0.48,0.48,0.29,0.59,1.00,0.72,0.10,0.58,0.22,0.55,0.35,0.79,0.91
1453,0.54,0.66,0.55,0.27,0.81,0.51,0.44,1.00,0.48,0.53,0.68,0.25,0.51,0.10,0.83,0.91
2812,0.71,0.69,0.36,0.42,0.51,0.53,0.54,0.56,0.64,0.57,0.50,0.66,0.43,0.10,1.00,0.91
3303,0.25,0.42,0.42,0.27,0.58,0.38,0.44,1.00,0.67,0.58,0.32,0.10,0.25,0.29,0.39,0.91
1474,0.39,0.73,0.44,0.53,0.40,0.49,0.54,1.00,0.37,0.11,0.38,0.24,0.26,0.10,0.59,0.91
2426,0.87,0.75,0.43,0.39,0.50,0.48,0.42,1.00,0.58,0.25,0.40,0.97,0.53,0.10,0.61,0.91
2129,0.62,0.82,1.00,0.66,0.66,0.86,0.69,0.62,0.69,0.21,0.55,0.39,0.85,0.10,0.58,0.91
834,0.71,0.64,0.77,0.44,0.47,0.34,0.58,0.48,0.91,0.33,0.79,1.00,0.67,0.10,0.37,0.91
928,0.39,0.75,1.00,0.32,0.68,0.64,0.74,0.93,0.90,0.68,0.68,0.80,0.91,0.10,0.85,0.91
1362,0.80,0.84,0.85,0.60,0.81,0.90,0.82,0.61,0.84,0.56,0.68,1.00,0.89,0.10,0.97,0.91
658,0.79,0.73,0.59,0.30,0.97,1.00,0.82,0.96,0.78,0.90,0.61,0.90,0.61,0.10,0.90,0.91
2420,0.91,0.75,0.58,0.26,0.89,0.84,0.58,0.99,0.91,0.63,0.33,1.00,0.54,0.10,0.85,0.91
2666,0.65,0.61,0.71,0.34,0.91,0.63,0.74,1.00,0.67,0.62,0.33,0.47,0.67,0.10,0.86,0.91
1554,0.58,1.00,0.78,0.40,0.57,0.54,0.33,0.58,0.58,0.45,0.42,0.35,0.68,0.10,0.97,0.91
887,0.51,1.00,0.62,0.28,0.21,0.33,0.69,0.74,0.38,0.25,0.51,0.50,0.74,0.10,0.52,0.91
2819,0.74,0.56,0.86,0.42,0.55,0.44,0.58,0.87,1.00,0.29,0.97,0.72,0.83,0.10,0.77,0.91
3170,0.33,1.00,1.00,0.75,0.61,0.73,0.47,0.41,0.91,0.76,0.29,1.00,0.63,0.10,0.34,0.91
3072,0.59,0.93,0.10,0.42,0.66,0.42,0.53,1.00,0.49,0.48,0.50,0.19,0.10,0.40,0.80,0.91
2028,0.14,0.92,0.33,0.34,0.43,0.61,0.84,1.00,0.72,0.33,0.52,0.16,0.33,0.10,0.69,0.91
603,0.48,0.69,1.00,0.33,0.63,0.48,0.45,0.83,0.90,0.56,0.81,0.10,0.73,0.18,0.80,0.91
1398,0.96,0.71,0.61,0.57,0.47,0.58,0.10,0.71,0.76,0.62,0.65,0.62,0.64,0.26,1.00,0.91
1173,0.62,0.78,0.36,0.33,0.58,0.64,0.95,1.00,0.65,0.10,0.59,0.66,0.39,0.27,0.60,0.91
1113,0.46,0.59,0.69,0.27,0.76,0.60,0.51,1.00,0.62,0.45,0.16,0.34,0.30,0.10,0.56,0.91
3412,0.45,0.46,0.98,0.86,0.76,0.70,0.50,0.93,0.94,1.00,0.62,0.91,0.79,0.10,0.70,0.91
2648,0.72,1.00,0.34,0.10,0.45,0.46,0.29,0.74,0.95,0.35,0.19,0.44,0.13,0.33,0.69,0.91
3028,0.82,0.97,0.56,0.40,0.53,0.46,0.66,1.00,0.43,0.63,0.11,0.58,0.10,0.14,0.74,0.91
899,0.58,1.00,0.45,0.37,0.41,0.19,0.45,0.37,0.40,0.10,0.45,0.48,0.75,0.14,0.43,0.91
653,0.29,0.49,0.33,0.28,0.51,0.49,0.37,1.00,0.41,0.32,0.22,0.36,0.21,0.10,0.37,0.91
2800,0.52,0.51,0.69,0.58,0.51,0.54,0.65,0.92,0.87,0.89,1.00,0.10,0.65,0.49,0.79,0.91
150,0.48,0.72,0.30,0.10,0.75,1.00,0.47,0.96,0.75,0.61,0.36,0.35,0.34,0.12,0.43,0.91
3163,0.45,0.64,0.31,0.30,0.68,0.79,0.64,1.00,0.78,0.49,0.28,0.39,0.10,0.34,0.61,0.91
259,0.37,0.79,0.35,0.48,0.64,0.64,1.00,0.59,0.40,0.32,0.71,0.52,0.24,0.10,0.23,0.91
2321,0.47,0.58,0.50,0.41,0.63,0.45,0.33,1.00,0.43,0.42,0.34,0.10,0.39,0.43,0.59,0.91
1369,0.55,0.97,0.69,0.58,0.43,0.41,0.85,0.66,1.00,0.10,0.85,0.30,0.87,0.47,0.85,0.91
135,0.61,0.55,0.57,0.35,0.80,1.00,0.54,0.62,0.74,0.46,0.74,0.72,0.37,0.10,0.45,0.91
1487,0.64,0.59,0.56,0.80,0.73,0.74,1.00,0.82,0.75,0.10,0.92,0.53,0.58,0.40,0.51,0.91
462,0.87,1.00,0.70,0.59,0.27,0.36,0.63,0.72,0.54,0.10,0.39,0.57,0.43,0.26,0.79,0.91
542,0.63,0.53,0.44,0.33,0.76,1.00,0.58,0.81,0.72,0.74,0.57,0.72,0.16,0.10,0.44,0.91
1114,0.72,0.78,0.63,0.34,0.81,0.83,0.42,1.00,0.52,0.66,0.25,0.48,0.10,0.22,0.63,0.91
820,0.68,0.64,0.75,0.40,0.88,1.00,0.41,0.58,0.65,0.85,0.43,0.40,0.61,0.10,0.55,0.91
527,0.64,0.47,0.42,0.24,0.63,0.69,0.42,1.00,0.62,0.56,0.25,0.50,0.11,0.10,0.45,0.91
84,0.55,0.84,0.58,0.30,0.72,0.41,0.23,0.85,0.60,0.43,0.69,0.20,0.56,0.10,1.00,0.91
760,0.44,0.57,0.94,0.62,0.68,0.72,0.95,0.66,0.99,0.56,1.00,0.53,0.84,0.10,0.75,0.91
2789,0.37,0.90,0.42,0.26,0.48,0.46,0.56,1.00,0.32,0.32,0.64,0.10,0.69,0.16,0.60,0.91
2359,0.77,0.79,0.71,0.59,0.73,0.79,0.73,0.51,0.63,1.00,0.36,0.65,0.10,0.29,0.68,0.91
2893,0.59,0.79,0.68,0.35,0.78,0.62,0.74,0.87,0.71,0.78,0.24,0.66,0.33,0.10,1.00,0.91
1349,0.38,0.52,0.75,0.39,0.93,0.97,0.73,0.94,1.00,0.69,0.69,0.25,0.47,0.10,0.69,0.91
2870,0.50,0.67,0.60,0.25,0.74,0.79,0.54,1.00,0.54,0.61,0.10,0.43,0.42,0.11,0.50,0.91
81,0.79,0.58,0.47,0.26,0.45,0.69,0.54,1.00,0.54,0.51,0.65,0.95,0.52,0.10,0.49,0.91
919,0.65,0.63,0.73,0.42,0.83,1.00,0.48,0.51,0.69,0.96,0.56,0.67,0.55,0.10,0.57,0.91
615,0.82,0.51,0.63,0.52,0.52,0.51,0.55,0.73,0.52,0.63,1.00,0.83,0.62,0.10,0.67,0.91
2522,0.32,0.84,0.34,0.35,0.40,0.60,0.73,0.16,1.00,0.43,0.73,0.40,0.45,0.10,0.62,0.91
624,0.74,1.00,0.50,0.47,0.67,0.34,0.57,0.96,0.58,0.23,0.48,0.10,0.39,0.55,0.92,0.91
1937,0.80,0.73,0.45,0.44,0.49,0.58,0.75,0.46,0.66,0.53,1.00,0.99,0.66,0.10,0.61,0.91
3010,0.67,0.68,1.00,0.80,0.66,0.50,0.70,0.56,0.70,0.96,0.70,0.33,0.71,0.10,1.00,0.91
10,0.61,0.77,0.36,0.22,0.73,0.65,0.53,1.00,0.51,0.49,0.15,0.45,0.10,0.16,0.59,0.91
2217,0.66,1.00,0.41,0.38,0.32,0.34,0.58,0.89,0.60,0.62,0.23,0.10,0.47,0.30,0.98,0.91
2172,0.54,0.73,0.36,0.14,0.46,0.59,0.38,1.00,0.39,0.36,0.41,0.42,0.33,0.10,0.66,0.91
3374,0.61,0.95,0.48,0.26,0.10,0.55,0.93,0.33,1.00,0.54,0.58,0.61,0.62,0.34,0.51,0.91
1241,0.46,0.58,0.56,0.26,0.58,0.37,0.66,1.00,0.79,0.49,0.47,0.10,0.37,0.46,0.76,0.91
3162,0.82,0.82,0.83,0.10,0.84,0.42,0.27,0.73,1.00,0.38,0.84,0.58,0.93,0.28,0.72,0.91
600,0.92,0.97,0.38,0.50,0.45,0.51,0.66,0.77,0.50,0.10,1.00,0.81,0.53,0.32,0.66,0.91
1103,0.92,0.97,0.38,0.50,0.45,0.51,0.66,0.77,0.50,0.10,1.00,0.81,0.53,0.32,0.66,0.91
2827,0.24,0.42,0.35,0.20,0.53,0.50,0.43,1.00,0.43,0.46,0.48,0.20,0.38,0.10,0.32,0.91
1421,0.61,1.00,0.83,0.55,0.50,0.59,0.55,0.31,0.57,0.42,0.53,0.70,0.66,0.10,0.83,0.91
471,0.87,0.78,0.53,0.57,0.76,0.66,0.40,1.00,0.63,0.10,0.62,0.43,0.55,0.48,0.89,0.91
993,0.34,0.50,0.47,0.31,0.53,0.56,0.43,1.00,0.39,0.42,0.19,0.33,0.28,0.10,0.44,0.91
632,0.69,1.00,0.75,0.23,0.59,0.59,0.89,0.53,0.51,0.79,0.82,0.23,0.78,0.10,0.79,0.91
3026,0.29,0.71,0.65,0.51,0.66,0.61,1.00,0.59,0.91,0.25,0.36,0.29,0.24,0.10,0.60,0.91
2519,1.00,0.83,0.42,0.44,0.74,0.59,0.28,0.94,0.92,0.57,0.18,0.45,0.10,0.40,0.92,0.91
1048,0.50,0.57,0.32,0.10,0.49,0.60,0.39,1.00,0.43,0.56,0.38,0.38,0.19,0.22,0.46,0.91
871,0.42,0.51,0.67,0.25,0.72,0.38,0.47,1.00,0.73,0.61,0.65,0.10,0.59,0.48,0.62,0.91
2494,0.52,0.53,0.63,0.44,0.35,0.37,0.10,1.00,0.41,0.73,0.37,0.55,0.40,0.24,0.48,0.91
3113,0.51,0.67,0.40,0.34,0.23,0.53,0.78,0.71,0.49,0.31,1.00,0.51,0.63,0.10,0.39,0.91
3437,0.66,1.00,0.44,0.47,0.59,0.85,0.94,0.96,0.32,0.93,0.71,0.71,0.47,0.10,0.92,0.91
428,0.63,0.54,0.65,0.30,0.87,1.00,0.34,0.76,0.63,0.72,0.40,0.38,0.43,0.10,0.35,0.91
1677,0.74,0.80,1.00,0.44,0.33,0.36,0.30,0.65,0.65,0.38,0.73,0.83,0.75,0.10,0.55,0.91
1634,0.47,0.62,1.00,0.89,0.80,0.86,0.56,0.47,0.92,0.95,0.36,0.82,0.62,0.10,0.42,0.91
1090,0.60,0.88,0.35,0.15,0.46,0.53,0.36,1.00,0.45,0.33,0.27,0.44,0.10,0.18,0.62,0.91
274,0.63,0.97,0.67,0.33,0.77,0.82,0.96,1.00,0.60,0.39,0.84,0.10,0.57,0.38,0.88,0.91
856,0.74,0.91,0.79,0.67,0.67,0.50,0.26,0.74,0.74,0.64,0.10,0.37,0.40,0.44,1.00,0.91
1405,0.80,0.63,0.60,0.34,0.44,0.56,0.61,0.77,0.62,0.26,0.70,1.00,0.61,0.10,0.53,0.91
429,0.71,0.99,0.90,0.60,0.77,0.54,0.79,0.90,0.80,0.41,0.38,0.10,0.41,0.64,1.00,0.91
2159,0.80,0.36,0.83,0.76,0.58,0.40,0.37,0.40,1.00,0.58,0.56,0.74,0.51,0.10,0.54,0.91
1122,0.71,0.80,0.75,0.20,0.54,0.51,0.33,0.66,0.53,0.43,0.70,0.65,1.00,0.10,0.53,0.91
2390,0.80,0.63,0.60,0.35,0.43,0.56,0.61,0.77,0.61,0.26,0.70,1.00,0.61,0.10,0.53,0.91
460,0.79,0.96,0.70,0.66,0.60,0.83,0.10,0.71,0.39,1.00,0.43,0.59,0.71,0.31,0.74,0.91
38,0.72,0.89,0.77,0.65,0.81,0.55,0.41,0.82,0.85,0.45,0.35,0.48,0.10,0.61,1.00,0.91
1482,0.77,0.83,0.73,0.66,0.59,0.39,0.36,0.70,0.71,0.58,0.10,0.34,0.42,0.41,1.00,0.91
1321,0.76,0.79,1.00,0.66,0.69,0.45,0.65,0.60,0.82,0.44,0.76,0.10,0.92,0.42,0.91,0.91
2059,0.38,0.63,0.29,0.20,0.37,0.49,0.70,1.00,0.37,0.54,0.52,0.19,0.18,0.10,0.48,0.91
859,0.53,0.54,0.26,0.14,0.67,0.56,0.26,1.00,0.49,0.43,0.20,0.35,0.37,0.10,0.46,0.91
3087,0.56,0.51,0.62,0.35,0.66,0.30,0.55,1.00,0.99,0.55,0.63,0.10,0.56,0.43,0.91,0.91
796,0.72,0.43,0.60,0.47,0.77,0.85,0.83,0.70,0.57,1.00,0.53,0.58,0.62,0.10,0.45,0.91
1297,0.38,0.92,0.69,0.40,0.60,0.51,0.52,1.00,0.31,0.42,0.46,0.54,0.89,0.10,0.72,0.91
2073,0.95,0.94,0.78,0.64,0.58,0.49,0.93,1.00,0.78,0.10,0.86,0.50,0.65,0.66,0.99,0.91
396,0.87,0.75,0.79,0.46,0.96,1.00,0.10,0.60,0.98,0.49,0.94,0.61,0.81,0.30,0.68,0.91
1210,0.42,0.66,0.30,0.19,0.45,0.59,0.36,1.00,0.35,0.35,0.30,0.41,0.28,0.10,0.55,0.91
2278,0.45,0.44,0.10,0.27,0.32,0.43,0.48,1.00,0.47,0.44,0.36,0.40,0.19,0.29,0.40,0.90
1265,0.46,0.59,0.48,0.15,0.59,0.44,0.63,1.00,0.87,0.46,0.33,0.10,0.17,0.42,0.59,0.90
1859,0.17,0.34,0.38,0.29,0.65,0.52,0.63,1.00,0.74,0.50,0.43,0.19,0.33,0.10,0.23,0.90
141,0.90,0.69,0.60,0.25,0.63,0.72,0.52,0.90,0.62,0.38,0.37,1.00,0.58,0.10,0.51,0.90
1278,0.44,0.40,0.40,0.29,0.44,0.46,0.73,1.00,0.43,0.47,0.39,0.30,0.29,0.10,0.48,0.90
1059,0.54,1.00,0.32,0.10,0.55,0.68,0.59,0.26,0.63,0.41,0.56,0.49,0.32,0.46,0.35,0.90
1777,0.70,0.95,0.91,0.48,0.40,0.38,0.30,0.48,0.52,0.50,0.63,0.80,1.00,0.10,0.38,0.90
1932,0.66,1.00,0.85,0.37,0.79,0.66,0.27,0.95,0.53,0.68,0.17,0.27,0.10,0.15,0.70,0.90
3027,0.73,0.95,0.95,0.18,0.52,0.52,0.32,1.00,0.49,0.53,0.23,0.73,0.71,0.10,0.43,0.90
2530,0.23,0.38,0.42,0.27,0.58,0.37,0.47,1.00,0.68,0.57,0.29,0.10,0.25,0.28,0.38,0.90
1206,0.75,0.68,0.72,0.37,0.55,0.47,0.29,0.69,0.76,0.10,1.00,0.71,0.49,0.10,0.61,0.90
2944,0.59,1.00,0.60,0.10,0.50,0.56,0.67,0.55,0.58,0.30,0.44,0.28,0.51,0.53,0.61,0.90
411,0.49,0.68,1.00,0.55,0.66,0.51,0.66,0.69,0.77,0.61,0.33,0.10,0.76,0.25,0.81,0.90
591,0.94,0.83,0.66,0.34,0.46,0.39,0.49,0.65,0.63,0.42,0.73,1.00,0.42,0.10,0.83,0.90
607,0.70,0.53,0.78,0.53,0.81,1.00,0.57,0.55,0.84,0.98,0.45,0.83,0.54,0.10,0.55,0.90
1074,0.84,0.72,0.51,0.20,0.87,0.94,0.31,0.95,1.00,0.83,0.51,0.10,0.18,0.13,0.76,0.90
1379,0.92,0.82,0.93,0.43,0.80,0.58,0.10,0.69,0.97,0.36,0.69,0.52,0.46,0.14,1.00,0.90
1821,0.63,0.41,0.43,0.28,0.48,0.47,0.56,0.59,0.58,0.31,1.00,0.50,0.50,0.10,0.40,0.90
2198,0.74,0.48,0.81,0.62,0.40,0.51,0.56,0.80,0.68,0.38,1.00,0.86,0.67,0.10,0.59,0.90
1504,0.66,0.49,0.49,0.53,1.00,0.52,0.81,0.84,0.84,0.67,0.70,0.20,0.10,0.33,0.83,0.90
1111,0.62,0.83,0.60,0.40,0.85,0.85,0.51,0.85,0.53,1.00,0.18,0.42,0.10,0.18,0.62,0.90
1969,0.89,0.63,0.66,0.42,0.30,0.50,0.45,0.84,0.58,0.39,0.81,1.00,0.79,0.10,0.39,0.90
2066,0.60,0.76,0.62,0.21,0.86,0.78,0.33,0.57,0.52,1.00,0.41,0.57,0.60,0.10,0.56,0.90
403,0.77,0.55,0.62,0.46,0.65,0.62,0.33,0.20,0.84,0.51,1.00,0.30,0.32,0.10,0.26,0.90
2908,0.74,0.62,0.29,0.12,0.73,0.57,0.45,0.56,1.00,0.38,0.36,0.48,0.10,0.19,0.67,0.90
270,0.88,0.98,1.00,0.40,0.62,0.60,0.24,0.49,0.70,0.59,0.44,0.55,0.80,0.10,0.90,0.90
292,0.54,0.27,0.38,0.33,0.54,0.18,0.40,0.42,1.00,0.27,0.65,0.48,0.24,0.10,0.15,0.90
1576,0.45,0.63,0.58,0.39,0.62,0.52,0.34,1.00,0.50,0.32,0.17,0.10,0.18,0.18,0.58,0.90
1800,0.81,0.34,0.64,0.31,0.57,0.58,0.59,1.00,0.70,0.35,0.62,0.75,0.42,0.10,0.48,0.90
1001,0.48,0.52,0.58,0.53,0.69,0.36,0.53,1.00,0.71,0.49,0.46,0.10,0.35,0.62,0.73,0.90
2818,0.37,0.42,0.44,0.30,0.62,0.53,0.40,1.00,0.32,0.47,0.28,0.46,0.34,0.10,0.35,0.90
965,0.52,0.50,0.48,1.00,0.61,0.62,0.70,0.41,0.59,0.54,0.61,0.65,0.57,0.10,0.73,0.90
3128,1.00,0.81,0.59,0.60,0.46,0.36,0.24,0.52,0.48,0.42,0.62,0.87,0.36,0.10,0.74,0.90
2718,0.47,0.70,0.66,0.23,0.92,1.00,0.52,1.00,0.62,0.49,0.39,0.35,0.46,0.10,0.57,0.90
863,0.57,0.69,0.54,0.45,0.48,0.65,1.00,0.57,0.74,0.10,0.73,0.77,0.68,0.14,0.22,0.90
282,0.41,1.00,0.17,0.29,0.41,0.39,0.37,0.84,0.26,0.25,0.31,0.25,0.32,0.10,0.66,0.90
3344,0.64,0.98,0.75,0.44,0.74,0.72,0.10,0.97,0.63,0.38,0.49,0.59,0.57,0.40,1.00,0.90
2100,0.44,0.53,0.50,0.16,0.49,0.37,0.25,1.00,0.33,0.31,0.30,0.31,0.31,0.10,0.41,0.90
1248,0.45,0.52,0.46,0.17,0.53,0.37,0.76,1.00,0.76,0.50,0.41,0.10,0.27,0.39,0.59,0.90
1813,0.40,0.48,0.52,0.56,0.76,0.92,0.72,0.67,0.52,1.00,0.60,0.51,0.60,0.10,0.44,0.90
541,0.67,0.57,0.59,0.56,0.53,0.70,0.49,0.92,0.51,0.72,0.71,1.00,0.57,0.10,0.82,0.90
608,0.51,0.72,0.33,0.14,0.45,0.56,0.36,1.00,0.39,0.38,0.34,0.36,0.21,0.10,0.66,0.90
2689,0.51,0.60,0.42,0.26,0.79,0.83,0.36,1.00,0.72,0.44,0.30,0.20,0.10,0.24,0.47,0.90
359,0.47,0.41,0.38,0.43,1.00,0.43,0.36,0.46,0.58,0.41,0.61,0.11,0.29,0.10,0.45,0.90
620,0.37,0.93,0.34,0.21,0.35,0.52,0.40,1.00,0.32,0.35,0.44,0.45,0.10,0.15,0.58,0.90
1089,0.59,1.00,0.48,0.25,0.62,0.63,0.22,0.86,0.42,0.53,0.10,0.29,0.10,0.25,0.59,0.90
2323,0.80,0.53,0.49,0.53,0.50,0.45,0.61,0.50,0.85,0.15,1.00,0.82,0.45,0.10,0.55,0.90
999,0.65,0.68,0.91,0.44,0.65,0.72,0.82,0.45,0.67,0.72,0.77,0.45,1.00,0.10,0.67,0.90
1874,0.64,0.94,0.97,0.54,0.91,0.90,0.33,1.00,0.83,0.80,0.10,0.37,0.31,0.34,0.92,0.90
191,0.35,0.50,0.44,0.47,0.78,0.89,1.00,0.95,0.55,0.72,0.60,0.57,0.46,0.10,0.38,0.90
2461,0.30,0.49,0.48,0.38,0.45,0.43,0.70,0.27,1.00,0.50,0.41,0.10,0.36,0.25,0.53,0.90
1432,0.97,0.62,0.72,0.67,0.76,0.66,0.60,0.56,0.58,0.80,0.57,0.76,0.56,0.10,1.00,0.90
831,0.93,0.54,0.63,0.44,0.29,0.46,0.49,0.77,0.63,0.36,1.00,0.78,0.80,0.10,0.39,0.90
2245,0.94,0.92,0.84,0.32,0.95,1.00,0.56,0.54,0.85,0.94,0.29,0.70,0.40,0.10,0.85,0.90
2103,0.77,1.00,0.88,0.31,0.80,0.55,0.10,0.87,0.72,0.27,0.47,0.20,0.52,0.22,0.88,0.90
1322,0.59,0.71,0.79,0.31,1.00,0.89,0.32,0.98,0.74,0.79,0.20,0.40,0.28,0.10,0.61,0.90
423,0.70,0.46,0.82,0.68,0.84,0.69,0.94,1.00,0.80,0.59,0.84,0.10,0.50,0.54,0.76,0.90
3052,0.45,0.69,0.57,0.27,0.60,0.53,0.54,1.00,0.48,0.39,0.10,0.25,0.21,0.18,0.63,0.90
1601,0.78,0.81,0.68,0.58,0.66,0.65,0.47,0.85,0.66,0.58,0.10,0.44,0.40,0.50,1.00,0.90
803,0.55,0.73,0.96,0.47,0.94,0.71,0.39,0.47,0.79,1.00,0.51,0.38,0.68,0.10,0.85,0.90
3438,0.63,0.43,0.47,0.84,0.91,1.00,0.97,0.78,0.68,0.57,0.91,0.44,0.63,0.10,0.66,0.90
982,0.66,0.89,1.00,0.48,0.56,0.41,0.65,0.51,0.78,0.36,0.28,0.43,0.66,0.10,0.94,0.90
2336,0.51,0.61,0.40,0.43,0.37,0.58,0.69,0.51,0.57,0.37,1.00,0.87,0.46,0.10,0.37,0.90
2885,0.84,0.70,0.81,0.55,0.74,0.60,1.00,1.00,0.75,0.10,0.70,0.85,0.77,0.51,0.67,0.90
1652,0.39,0.32,0.52,0.29,0.51,0.44,0.63,1.00,0.58,0.39,0.32,0.32,0.28,0.10,0.49,0.90
2266,0.71,1.00,0.49,0.19,0.84,0.73,0.69,0.69,0.62,0.46,0.39,0.10,0.26,0.60,0.65,0.90
426,0.45,0.50,0.85,0.44,0.90,0.83,0.47,0.50,1.00,0.68,0.57,0.10,0.49,0.13,0.56,0.90
3407,1.00,0.76,0.75,0.57,0.58,0.36,0.10,0.64,0.57,0.38,0.63,0.69,0.51,0.19,0.86,0.90
1325,0.45,0.36,0.71,0.56,0.76,0.73,1.00,0.78,0.79,0.56,0.88,0.49,0.58,0.10,0.61,0.90
1269,0.84,0.72,0.98,0.61,0.59,0.44,0.31,0.80,1.00,0.76,0.27,0.48,0.10,0.33,0.95,0.90
1219,0.57,0.70,0.73,0.52,0.45,0.37,0.92,0.41,1.00,0.10,0.85,0.35,0.75,0.37,0.44,0.90
569,0.63,0.62,0.51,0.29,1.00,0.50,0.84,0.85,0.68,0.48,0.77,0.10,0.23,0.20,0.77,0.90
918,0.90,0.81,0.45,0.51,0.82,1.00,0.77,0.48,0.92,0.10,0.83,0.58,0.24,0.40,0.28,0.90
1990,0.36,0.51,0.38,0.38,0.59,0.42,1.00,0.78,0.66,0.38,0.33,0.10,0.17,0.27,0.25,0.90
2516,0.77,0.59,0.92,0.56,0.46,0.29,0.64,0.36,1.00,0.35,0.71,0.59,0.94,0.10,0.58,0.90
2257,0.65,0.86,0.99,0.49,0.61,0.82,0.73,0.57,0.50,0.55,0.83,0.76,1.00,0.10,0.62,0.90
1387,0.44,1.00,0.77,0.38,0.57,0.41,0.45,0.71,0.51,0.15,0.31,0.10,0.52,0.28,0.76,0.90
819,0.58,0.50,0.56,0.28,0.84,1.00,0.35,0.64,0.61,0.60,0.43,0.46,0.39,0.10,0.25,0.90
